Order ID,Sale_Date,Ship Date,Customer ID,Customer Name,Customer_Type,Country,City,State,Region,Product_ID,Product_Category,Sub-Category,Product Name,Sales_Amount,Quantity_Sold,Discount,Profit,Sales_Channel,Sales_Rep,Payment_Method,Unit_Cost,Unit_Price,Year,Month,Quarter,Profit_Margin,Customer_Segment
CA-2025-100244,2025-09-06,2025-09-11,RT-17090,Robert Taylor,1,USA,Chicago,Illinois,0,OFF-PA-10000345,1,Paper,A4 Paper,585.55,3,0.1,-468.44000000000005,1,0,0,351.33,195.1833333333333,2025,9,3,-80.00000000000001,3
CA-2025-100245,2025-05-30,2025-05-31,SO-20335,Sean O'Donnell,0,USA,Boston,Massachusetts,1,OFF-PA-10000345,1,Paper,A4 Paper,3657.52,5,0.0,-7315.040000000001,0,3,0,2194.512,731.504,2025,5,2,-200.00000000000009,2
CA-2025-100246,2025-09-10,2025-09-14,SB-18120,Sophia Brown,0,USA,Austin,Texas,0,FUR-CH-10000111,0,Chairs,Ergonomic Chair,1113.46,3,0.2,-890.768,0,4,0,668.076,371.15333333333336,2025,9,3,-80.0,3
CA-2025-100247,2026-01-25,2026-01-28,LM-15800,Linda Moore,2,USA,Henderson,Kentucky,2,TEC-PR-10002311,2,Printers,Laser Printer,1304.3,3,0.05,-1043.4399999999998,1,3,2,782.5799999999999,434.76666666666665,2026,1,1,-80.0,3
CA-2025-100248,2025-07-01,2025-07-05,EH-13945,Emily Harper,1,USA,Atlanta,Georgia,2,TEC-PR-10002311,2,Printers,Laser Printer,11034.95,8,0.05,-41932.81,0,0,0,6620.97,1379.36875,2025,7,3,-380.0,1
CA-2025-100249,2025-10-15,2025-10-19,EH-13945,Emily Harper,1,USA,Seattle,Washington,3,TEC-AC-10003033,2,Accessories,Wireless Mouse,3077.26,3,0.0,-2461.808,0,3,0,1846.356,1025.753333333333,2025,10,4,-80.0,2
CA-2025-100250,2026-04-18,2026-04-20,LM-15800,Linda Moore,2,USA,Atlanta,Georgia,2,FUR-CH-10000111,0,Chairs,Ergonomic Chair,7089.16,7,0.0,-22685.312,0,1,1,4253.496,1012.7371428571428,2026,4,2,-320.0,1
CA-2025-100251,2025-09-05,2025-09-08,SO-20335,Sean O'Donnell,0,USA,Boston,Massachusetts,1,FUR-CH-10000111,0,Chairs,Ergonomic Chair,8322.41,8,0.3,-31625.158,1,3,0,4993.446,1040.30125,2025,9,3,-380.0,1
CA-2025-100252,2026-03-05,2026-03-10,CG-12520,Claire Gute,0,USA,Atlanta,Georgia,2,TEC-LA-10000221,2,Laptops,Laptop,328.62,2,0.05,-65.72399999999999,1,4,0,197.172,164.31,2026,3,1,-20.0,3
CA-2025-100253,2025-12-30,2026-01-01,SB-18120,Sophia Brown,0,USA,Denver,Colorado,3,OFF-BI-10001524,1,Binders,Premium Binder,1175.0,7,0.0,-3760.0,1,2,2,705.0,167.85714285714286,2025,12,4,-320.0,0
CA-2025-100254,2026-06-07,2026-06-12,RT-17090,Robert Taylor,1,USA,Austin,Texas,0,OFF-BI-10001524,1,Binders,Premium Binder,4899.75,7,0.0,-15679.2,1,4,2,2939.85,699.9642857142857,2026,6,2,-320.0,0
CA-2025-100255,2025-01-26,2025-01-30,DV-13045,Darrin Van Huff,1,USA,Henderson,Kentucky,2,FUR-CH-10000111,0,Chairs,Ergonomic Chair,2497.33,2,0.0,-499.4659999999999,0,0,0,1498.398,1248.665,2025,1,1,-20.0,3
CA-2025-100256,2025-12-18,2025-12-22,BH-11710,Brosina Hoffman,0,USA,Boston,Massachusetts,1,TEC-PH-10002275,2,Phones,IP Phone,928.01,2,0.3,-185.60199999999983,1,2,1,556.8059999999999,464.005,2025,12,4,-19.999999999999982,3
CA-2025-100257,2025-04-28,2025-04-29,EH-13945,Emily Harper,1,USA,Seattle,Washington,3,OFF-LA-10000240,1,Labels,Address Labels,2122.48,3,0.15,-1697.984,0,0,2,1273.488,707.4933333333333,2025,4,2,-80.0,3
CA-2025-100258,2026-04-19,2026-04-21,JM-14520,James Miller,0,USA,Dallas,Texas,0,TEC-PR-10002311,2,Printers,Laser Printer,3986.13,7,0.05,-12755.615999999998,1,0,0,2391.678,569.4471428571429,2026,4,2,-319.99999999999994,0
CA-2025-100259,2026-03-16,2026-03-20,CG-12520,Claire Gute,0,USA,Dallas,Texas,0,OFF-ST-10000760,1,Storage,Storage Cart,1740.5,2,0.0,-348.0999999999999,1,1,1,1044.3,870.25,2026,3,1,-20.0,3
CA-2025-100260,2025-07-21,2025-07-25,DV-13045,Darrin Van Huff,1,USA,Atlanta,Georgia,2,TEC-PH-10002275,2,Phones,IP Phone,4317.54,6,0.2,-11225.604,1,0,0,2590.524,719.59,2025,7,3,-260.0,0
CA-2025-100261,2025-12-23,2025-12-26,LM-15800,Linda Moore,2,USA,Chicago,Illinois,0,OFF-ST-10000760,1,Storage,Storage Cart,1719.45,2,0.15,-343.8900000000001,0,4,2,1031.67,859.725,2025,12,4,-20.000000000000007,3
CA-2025-100262,2025-11-09,2025-11-10,SO-20335,Sean O'Donnell,0,USA,Atlanta,Georgia,2,FUR-DE-10004567,0,Desks,Office Desk,4432.23,7,0.0,-14183.136000000002,0,1,2,2659.338,633.1757142857142,2025,11,4,-320.00000000000006,0
CA-2025-100263,2026-03-10,2026-03-12,LM-15800,Linda Moore,2,USA,Chicago,Illinois,0,FUR-DE-10004567,0,Desks,Office Desk,3522.91,8,0.0,-13387.058,0,0,0,2113.746,440.36375,2026,3,1,-380.0,0
CA-2025-100264,2026-04-07,2026-04-12,CG-12520,Claire Gute,0,USA,Miami,Florida,2,TEC-PH-10002275,2,Phones,IP Phone,721.78,3,0.2,-577.424,0,3,2,433.068,240.59333333333333,2026,4,2,-80.0,3
CA-2025-100265,2026-06-02,2026-06-06,JM-14520,James Miller,0,USA,Boston,Massachusetts,1,TEC-PH-10002275,2,Phones,IP Phone,2073.66,8,0.0,-7879.907999999999,1,1,0,1244.196,259.2075,2026,6,2,-380.0,0
CA-2025-100266,2025-08-14,2025-08-17,CG-12520,Claire Gute,0,USA,Miami,Florida,2,TEC-LA-10000221,2,Laptops,Laptop,912.21,5,0.3,-1824.42,1,3,0,547.326,182.442,2025,8,3,-200.0,2
CA-2025-100267,2026-05-23,2026-05-28,RT-17090,Robert Taylor,1,USA,Los Angeles,California,3,OFF-ST-10000760,1,Storage,Storage Cart,4905.87,6,0.0,-12755.262,0,3,0,2943.522,817.645,2026,5,2,-259.99999999999994,0
CA-2025-100268,2026-03-28,2026-04-02,BH-11710,Brosina Hoffman,0,USA,New York,New York,1,TEC-PR-10002311,2,Printers,Laser Printer,1814.35,4,0.0,-2540.09,0,1,2,1088.61,453.5875,2026,3,1,-140.0,2
CA-2025-100269,2025-12-23,2025-12-24,LM-15800,Linda Moore,2,USA,Seattle,Washington,3,OFF-LA-10000240,1,Labels,Address Labels,6206.22,6,0.2,-16136.172,1,3,2,3723.732,1034.37,2025,12,4,-259.99999999999994,1
CA-2025-100270,2025-05-23,2025-05-25,BH-11710,Brosina Hoffman,0,USA,Phoenix,Arizona,3,TEC-LA-10000221,2,Laptops,Laptop,4496.59,5,0.0,-8993.18,0,4,1,2697.954,899.318,2025,5,2,-200.0,2
CA-2025-100271,2025-10-27,2025-10-30,SB-18120,Sophia Brown,0,USA,Atlanta,Georgia,2,TEC-PR-10002311,2,Printers,Laser Printer,339.24,2,0.2,-67.84800000000001,1,1,0,203.544,169.62,2025,10,4,-20.000000000000004,3
CA-2025-100272,2025-10-11,2025-10-13,SO-20335,Sean O'Donnell,0,USA,Dallas,Texas,0,OFF-BI-10001524,1,Binders,Premium Binder,3662.71,4,0.2,-5127.794000000001,0,1,0,2197.626,915.6775,2025,10,4,-140.0,2
CA-2025-100273,2025-10-03,2025-10-07,JM-14520,James Miller,0,USA,New York,New York,1,TEC-PR-10002311,2,Printers,Laser Printer,1098.45,2,0.1,-219.69000000000003,0,1,0,659.07,549.225,2025,10,4,-20.000000000000004,3
CA-2025-100274,2026-01-13,2026-01-17,LM-15800,Linda Moore,2,USA,Atlanta,Georgia,2,FUR-BO-10001798,0,Bookcases,Bookcase,1538.72,2,0.3,-307.7439999999999,0,1,0,923.232,769.36,2026,1,1,-19.999999999999996,3
CA-2025-100275,2025-03-06,2025-03-11,JM-14520,James Miller,0,USA,Austin,Texas,0,OFF-LA-10000240,1,Labels,Address Labels,2952.86,8,0.1,-11220.868,0,2,2,1771.716,369.1075,2025,3,1,-380.0,0
CA-2025-100276,2025-05-14,2025-05-19,LM-15800,Linda Moore,2,USA,Atlanta,Georgia,2,FUR-BO-10001798,0,Bookcases,Bookcase,110.86,1,0.3,44.34400000000001,0,2,2,66.51599999999999,110.86,2025,5,2,40.00000000000001,3
CA-2025-100277,2025-06-11,2025-06-15,LM-15800,Linda Moore,2,USA,Denver,Colorado,3,OFF-LA-10000240,1,Labels,Address Labels,3575.88,3,0.1,-2860.703999999999,0,2,0,2145.528,1191.96,2025,6,2,-79.99999999999996,2
CA-2025-100278,2025-10-08,2025-10-09,EH-13945,Emily Harper,1,USA,Miami,Florida,2,OFF-BI-10001524,1,Binders,Premium Binder,235.34,3,0.1,-188.272,1,2,2,141.204,78.44666666666667,2025,10,4,-80.0,3
CA-2025-100279,2025-08-28,2025-09-01,DV-13045,Darrin Van Huff,1,USA,Los Angeles,California,3,OFF-LA-10000240,1,Labels,Address Labels,958.58,8,0.05,-3642.604,1,0,1,575.148,119.8225,2025,8,3,-380.0,0
CA-2025-100280,2026-04-01,2026-04-02,CG-12520,Claire Gute,0,USA,Miami,Florida,2,OFF-PA-10000345,1,Paper,A4 Paper,2057.05,3,0.05,-1645.64,1,2,2,1234.23,685.6833333333334,2026,4,2,-79.99999999999999,3
CA-2025-100281,2025-04-15,2025-04-16,EH-13945,Emily Harper,1,USA,Henderson,Kentucky,2,FUR-DE-10004567,0,Desks,Office Desk,8137.19,7,0.0,-26039.008,0,4,2,4882.313999999999,1162.4557142857143,2025,4,2,-320.0,1
CA-2025-100282,2025-05-27,2025-05-28,RT-17090,Robert Taylor,1,USA,Seattle,Washington,3,TEC-PH-10002275,2,Phones,IP Phone,6518.54,6,0.0,-16948.203999999998,0,1,2,3911.124,1086.4233333333334,2025,5,2,-259.99999999999994,1
CA-2025-100283,2026-03-30,2026-04-01,DV-13045,Darrin Van Huff,1,USA,Seattle,Washington,3,FUR-CH-10000111,0,Chairs,Ergonomic Chair,2989.21,7,0.2,-9565.472000000002,1,2,1,1793.526,427.03,2026,3,1,-320.00000000000006,0
CA-2025-100284,2025-05-24,2025-05-26,AA-10480,Andrew Allen,2,USA,Seattle,Washington,3,TEC-LA-10000221,2,Laptops,Laptop,5853.32,5,0.0,-11706.64,0,3,2,3511.992,1170.664,2025,5,2,-200.0,2
CA-2025-100285,2025-11-05,2025-11-07,RT-17090,Robert Taylor,1,USA,Chicago,Illinois,0,OFF-PA-10000345,1,Paper,A4 Paper,4620.77,5,0.05,-9241.54,0,1,0,2772.462,924.154,2025,11,4,-199.99999999999997,2
CA-2025-100286,2025-04-26,2025-04-28,LM-15800,Linda Moore,2,USA,Los Angeles,California,3,OFF-BI-10001524,1,Binders,Premium Binder,991.94,6,0.2,-2579.044,0,2,0,595.164,165.32333333333335,2025,4,2,-259.99999999999994,0
CA-2025-100287,2025-06-26,2025-06-30,DV-13045,Darrin Van Huff,1,USA,Los Angeles,California,3,FUR-BO-10001798,0,Bookcases,Bookcase,1657.28,5,0.0,-3314.5600000000004,1,2,1,994.368,331.456,2025,6,2,-200.00000000000009,2
CA-2025-100288,2026-02-12,2026-02-17,AA-10480,Andrew Allen,2,USA,Boston,Massachusetts,1,OFF-PA-10000345,1,Paper,A4 Paper,1928.8,2,0.0,-385.76,1,3,2,1157.28,964.4,2026,2,1,-20.0,3
CA-2025-100289,2025-11-14,2025-11-15,RT-17090,Robert Taylor,1,USA,Dallas,Texas,0,TEC-LA-10000221,2,Laptops,Laptop,3553.14,6,0.0,-9238.164,1,0,1,2131.884,592.1899999999999,2025,11,4,-260.0,0
CA-2025-100290,2026-03-24,2026-03-26,CG-12520,Claire Gute,0,USA,Dallas,Texas,0,OFF-PA-10000345,1,Paper,A4 Paper,1371.05,2,0.0,-274.21000000000004,0,4,1,822.63,685.525,2026,3,1,-20.000000000000004,3
CA-2025-100291,2025-06-29,2025-06-30,CG-12520,Claire Gute,0,USA,Chicago,Illinois,0,FUR-BO-10001798,0,Bookcases,Bookcase,1911.62,3,0.15,-1529.2960000000005,1,1,2,1146.972,637.2066666666666,2025,6,2,-80.00000000000001,3
CA-2025-100292,2025-09-23,2025-09-25,EH-13945,Emily Harper,1,USA,Chicago,Illinois,0,OFF-ST-10000760,1,Storage,Storage Cart,2318.86,2,0.0,-463.77199999999993,1,0,1,1391.316,1159.43,2025,9,3,-20.0,3
CA-2025-100293,2026-03-16,2026-03-19,RT-17090,Robert Taylor,1,USA,Phoenix,Arizona,3,TEC-AC-10003033,2,Accessories,Wireless Mouse,1273.74,2,0.15,-254.74800000000005,0,1,2,764.244,636.87,2026,3,1,-20.000000000000004,3
CA-2025-100294,2025-06-20,2025-06-23,SO-20335,Sean O'Donnell,0,USA,Miami,Florida,2,TEC-AC-10003033,2,Accessories,Wireless Mouse,700.65,2,0.0,-140.13,1,0,2,420.39,350.325,2025,6,2,-20.0,3
CA-2025-100295,2025-01-13,2025-01-15,CG-12520,Claire Gute,0,USA,Boston,Massachusetts,1,OFF-PA-10000345,1,Paper,A4 Paper,829.96,3,0.0,-663.9679999999998,1,3,0,497.976,276.65333333333336,2025,1,1,-79.99999999999999,3
CA-2025-100296,2026-03-06,2026-03-08,EH-13945,Emily Harper,1,USA,Austin,Texas,0,OFF-BI-10001524,1,Binders,Premium Binder,5273.13,5,0.15,-10546.260000000002,0,4,2,3163.878,1054.626,2026,3,1,-200.00000000000009,2
CA-2025-100297,2025-02-23,2025-02-25,BH-11710,Brosina Hoffman,0,USA,Denver,Colorado,3,FUR-CH-10000111,0,Chairs,Ergonomic Chair,9362.79,8,0.1,-35578.602,1,3,0,5617.674,1170.34875,2025,2,1,-380.0,1
CA-2025-100298,2026-04-13,2026-04-14,EH-13945,Emily Harper,1,USA,Austin,Texas,0,TEC-AC-10003033,2,Accessories,Wireless Mouse,5281.85,5,0.05,-10563.7,0,1,0,3169.11,1056.37,2026,4,2,-200.0,2
CA-2025-100299,2026-05-21,2026-05-23,RT-17090,Robert Taylor,1,USA,Dallas,Texas,0,FUR-BO-10001798,0,Bookcases,Bookcase,271.48,7,0.15,-868.7360000000001,0,0,1,162.888,38.78285714285715,2026,5,2,-320.0,0
CA-2025-100300,2025-01-10,2025-01-13,CG-12520,Claire Gute,0,USA,Philadelphia,Pennsylvania,1,OFF-ST-10000760,1,Storage,Storage Cart,599.91,2,0.05,-119.98200000000008,1,3,1,359.946,299.955,2025,1,1,-20.00000000000001,3
CA-2025-100301,2025-03-03,2025-03-05,AA-10480,Andrew Allen,2,USA,Los Angeles,California,3,OFF-LA-10000240,1,Labels,Address Labels,6272.86,7,0.15,-20073.152,1,1,0,3763.716,896.1228571428571,2025,3,1,-320.0,1
CA-2025-100302,2025-03-28,2025-04-02,DV-13045,Darrin Van Huff,1,USA,Chicago,Illinois,0,OFF-PA-10000345,1,Paper,A4 Paper,1783.85,2,0.0,-356.77,1,1,0,1070.31,891.925,2025,3,1,-20.0,3
CA-2025-100303,2025-05-14,2025-05-16,AA-10480,Andrew Allen,2,USA,Henderson,Kentucky,2,OFF-PA-10000345,1,Paper,A4 Paper,2613.09,6,0.1,-6794.034,0,4,1,1567.854,435.515,2025,5,2,-259.99999999999994,0
CA-2025-100304,2025-07-27,2025-07-29,SB-18120,Sophia Brown,0,USA,Seattle,Washington,3,FUR-CH-10000111,0,Chairs,Ergonomic Chair,1733.63,3,0.15,-1386.9040000000005,0,1,0,1040.178,577.8766666666667,2025,7,3,-80.00000000000001,3
CA-2025-100305,2026-01-02,2026-01-04,LM-15800,Linda Moore,2,USA,Henderson,Kentucky,2,OFF-ST-10000760,1,Storage,Storage Cart,260.51,2,0.1,-52.101999999999975,0,2,2,156.30599999999998,130.255,2026,1,1,-19.99999999999999,3
CA-2025-100306,2025-02-11,2025-02-13,EH-13945,Emily Harper,1,USA,Dallas,Texas,0,OFF-LA-10000240,1,Labels,Address Labels,3602.43,6,0.0,-9366.318,1,2,0,2161.458,600.405,2025,2,1,-260.0,0
CA-2025-100307,2025-09-24,2025-09-26,CG-12520,Claire Gute,0,USA,Boston,Massachusetts,1,TEC-LA-10000221,2,Laptops,Laptop,604.56,4,0.0,-846.3839999999998,0,0,1,362.73599999999993,151.14,2025,9,3,-139.99999999999997,2
CA-2025-100308,2025-05-24,2025-05-25,CG-12520,Claire Gute,0,USA,Seattle,Washington,3,FUR-DE-10004567,0,Desks,Office Desk,4206.73,4,0.15,-5889.4220000000005,0,2,0,2524.038,1051.6825,2025,5,2,-140.00000000000003,2
CA-2025-100309,2025-03-28,2025-04-02,SB-18120,Sophia Brown,0,USA,Miami,Florida,2,FUR-BO-10001798,0,Bookcases,Bookcase,426.51,2,0.3,-85.30200000000002,0,4,1,255.906,213.255,2025,3,1,-20.000000000000007,3
CA-2025-100310,2025-12-06,2025-12-07,CG-12520,Claire Gute,0,USA,New York,New York,1,FUR-DE-10004567,0,Desks,Office Desk,6912.14,7,0.2,-22118.848,1,0,2,4147.284,987.4485714285714,2025,12,4,-320.0,1
CA-2025-100311,2026-01-27,2026-01-31,SO-20335,Sean O'Donnell,0,USA,Miami,Florida,2,FUR-DE-10004567,0,Desks,Office Desk,2134.92,5,0.0,-4269.84,1,0,1,1280.952,426.984,2026,1,1,-200.0,2
CA-2025-100312,2025-09-09,2025-09-12,LM-15800,Linda Moore,2,USA,Philadelphia,Pennsylvania,1,TEC-PH-10002275,2,Phones,IP Phone,112.56,1,0.2,45.024,1,4,2,67.536,112.56,2025,9,3,40.0,3
CA-2025-100313,2025-07-24,2025-07-29,BH-11710,Brosina Hoffman,0,USA,Denver,Colorado,3,OFF-BI-10001524,1,Binders,Premium Binder,4599.46,8,0.3,-17477.948,0,0,2,2759.676,574.9325,2025,7,3,-380.0,1
CA-2025-100314,2025-11-26,2025-11-30,AA-10480,Andrew Allen,2,USA,Dallas,Texas,0,OFF-BI-10001524,1,Binders,Premium Binder,193.18,4,0.1,-270.452,0,2,1,115.908,48.295,2025,11,4,-140.0,2
CA-2025-100315,2026-04-29,2026-05-04,EH-13945,Emily Harper,1,USA,Dallas,Texas,0,FUR-CH-10000111,0,Chairs,Ergonomic Chair,3559.42,4,0.1,-4983.188,1,4,1,2135.652,889.855,2026,4,2,-140.0,2
CA-2025-100316,2025-02-27,2025-03-01,SB-18120,Sophia Brown,0,USA,Boston,Massachusetts,1,FUR-DE-10004567,0,Desks,Office Desk,924.28,3,0.15,-739.424,1,1,2,554.568,308.0933333333333,2025,2,1,-80.0,3
CA-2025-100317,2026-01-03,2026-01-08,CG-12520,Claire Gute,0,USA,Atlanta,Georgia,2,TEC-AC-10003033,2,Accessories,Wireless Mouse,2419.74,3,0.05,-1935.7919999999997,1,2,0,1451.8439999999998,806.5799999999999,2026,1,1,-79.99999999999999,2
CA-2025-100318,2026-05-20,2026-05-25,AA-10480,Andrew Allen,2,USA,Austin,Texas,0,FUR-BO-10001798,0,Bookcases,Bookcase,178.01,2,0.05,-35.602000000000004,0,1,1,106.806,89.005,2026,5,2,-20.000000000000004,3
CA-2025-100319,2026-05-05,2026-05-06,EH-13945,Emily Harper,1,USA,Dallas,Texas,0,OFF-BI-10001524,1,Binders,Premium Binder,3516.41,3,0.15,-2813.1280000000006,0,4,2,2109.846,1172.1366666666663,2026,5,2,-80.00000000000001,2
CA-2025-100320,2025-06-01,2025-06-06,SO-20335,Sean O'Donnell,0,USA,Phoenix,Arizona,3,FUR-CH-10000111,0,Chairs,Ergonomic Chair,5086.86,6,0.2,-13225.835999999996,0,4,0,3052.1159999999995,847.81,2025,6,2,-259.99999999999994,0
CA-2025-100321,2025-12-11,2025-12-14,EH-13945,Emily Harper,1,USA,Dallas,Texas,0,OFF-PA-10000345,1,Paper,A4 Paper,7818.23,8,0.0,-29709.273999999998,0,0,1,4690.937999999999,977.27875,2025,12,4,-380.0,1
CA-2025-100322,2026-01-01,2026-01-03,SB-18120,Sophia Brown,0,USA,Austin,Texas,0,OFF-ST-10000760,1,Storage,Storage Cart,998.75,5,0.0,-1997.5,1,4,1,599.25,199.75,2026,1,1,-200.0,2
CA-2025-100323,2026-02-05,2026-02-10,CG-12520,Claire Gute,0,USA,Chicago,Illinois,0,OFF-BI-10001524,1,Binders,Premium Binder,3852.29,4,0.0,-5393.205999999999,0,4,1,2311.374,963.0725,2026,2,1,-140.0,2
CA-2025-100324,2025-05-25,2025-05-28,DV-13045,Darrin Van Huff,1,USA,Austin,Texas,0,OFF-BI-10001524,1,Binders,Premium Binder,2873.75,3,0.0,-2299.0,0,3,2,1724.25,957.9166666666666,2025,5,2,-80.0,2
CA-2025-100325,2025-12-10,2025-12-14,CG-12520,Claire Gute,0,USA,Miami,Florida,2,OFF-LA-10000240,1,Labels,Address Labels,1064.43,2,0.0,-212.886,0,3,2,638.658,532.215,2025,12,4,-20.0,3
CA-2025-100326,2025-02-19,2025-02-23,LM-15800,Linda Moore,2,USA,New York,New York,1,OFF-PA-10000345,1,Paper,A4 Paper,9002.1,8,0.15,-34207.98,0,3,0,5401.26,1125.2625,2025,2,1,-380.0,1
CA-2025-100327,2025-04-14,2025-04-18,SB-18120,Sophia Brown,0,USA,Dallas,Texas,0,TEC-PH-10002275,2,Phones,IP Phone,2401.6,2,0.0,-480.3199999999997,0,4,1,1440.9599999999998,1200.8,2025,4,2,-19.99999999999999,3
CA-2025-100328,2025-11-23,2025-11-26,DV-13045,Darrin Van Huff,1,USA,Phoenix,Arizona,3,FUR-DE-10004567,0,Desks,Office Desk,1748.23,7,0.0,-5594.336000000001,0,0,0,1048.938,249.74714285714285,2025,11,4,-320.00000000000006,0
CA-2025-100329,2025-04-06,2025-04-09,SB-18120,Sophia Brown,0,USA,Philadelphia,Pennsylvania,1,FUR-BO-10001798,0,Bookcases,Bookcase,9899.67,7,0.0,-31678.944000000003,1,3,2,5939.802,1414.2385714285715,2025,4,2,-320.0,1
CA-2025-100330,2026-03-21,2026-03-23,CG-12520,Claire Gute,0,USA,Phoenix,Arizona,3,OFF-LA-10000240,1,Labels,Address Labels,2231.38,4,0.1,-3123.932,1,3,0,1338.828,557.845,2026,3,1,-140.0,2
CA-2025-100331,2025-11-01,2025-11-03,DV-13045,Darrin Van Huff,1,USA,Denver,Colorado,3,TEC-AC-10003033,2,Accessories,Wireless Mouse,1624.17,8,0.15,-6171.846,0,2,1,974.502,203.02125,2025,11,4,-380.0,0
CA-2025-100332,2025-03-31,2025-04-03,SB-18120,Sophia Brown,0,USA,New York,New York,1,FUR-CH-10000111,0,Chairs,Ergonomic Chair,286.52,1,0.1,114.608,1,1,1,171.91199999999998,286.52,2025,3,1,40.0,3
CA-2025-100333,2026-04-30,2026-05-01,AA-10480,Andrew Allen,2,USA,Boston,Massachusetts,1,TEC-PH-10002275,2,Phones,IP Phone,583.18,5,0.2,-1166.36,1,4,1,349.908,116.636,2026,4,2,-200.00000000000009,2
CA-2025-100334,2026-01-26,2026-01-29,SO-20335,Sean O'Donnell,0,USA,New York,New York,1,OFF-ST-10000760,1,Storage,Storage Cart,5342.32,8,0.05,-20300.816,1,1,0,3205.392,667.79,2026,1,1,-380.0,1
CA-2025-100335,2025-03-05,2025-03-07,DV-13045,Darrin Van Huff,1,USA,Phoenix,Arizona,3,TEC-LA-10000221,2,Laptops,Laptop,9684.74,7,0.05,-30991.168000000005,1,4,1,5810.844,1383.5342857142855,2025,3,1,-320.00000000000006,1
CA-2025-100336,2026-02-01,2026-02-06,JM-14520,James Miller,0,USA,Philadelphia,Pennsylvania,1,OFF-LA-10000240,1,Labels,Address Labels,2913.85,8,0.2,-11072.63,0,1,0,1748.31,364.23125,2026,2,1,-380.0,0
CA-2025-100337,2025-02-05,2025-02-10,SB-18120,Sophia Brown,0,USA,Dallas,Texas,0,TEC-PH-10002275,2,Phones,IP Phone,4272.3,3,0.0,-3417.84,0,4,0,2563.38,1424.1,2025,2,1,-80.0,2
CA-2025-100338,2025-07-17,2025-07-19,CG-12520,Claire Gute,0,USA,New York,New York,1,TEC-PR-10002311,2,Printers,Laser Printer,2176.02,7,0.0,-6963.263999999999,0,2,0,1305.612,310.86,2025,7,3,-320.0,0
CA-2025-100339,2025-09-22,2025-09-25,DV-13045,Darrin Van Huff,1,USA,Denver,Colorado,3,TEC-LA-10000221,2,Laptops,Laptop,5245.13,7,0.1,-16784.415999999997,0,3,0,3147.078,749.3042857142857,2025,9,3,-319.99999999999994,1
CA-2025-100340,2025-01-13,2025-01-18,SB-18120,Sophia Brown,0,USA,New York,New York,1,OFF-PA-10000345,1,Paper,A4 Paper,692.45,3,0.0,-553.96,0,4,1,415.47,230.8166666666667,2025,1,1,-80.0,3
CA-2025-100341,2025-04-14,2025-04-17,RT-17090,Robert Taylor,1,USA,Henderson,Kentucky,2,OFF-ST-10000760,1,Storage,Storage Cart,4829.6,7,0.3,-15454.72,1,0,0,2897.76,689.9428571428572,2025,4,2,-320.0,0
CA-2025-100342,2025-05-28,2025-06-02,SB-18120,Sophia Brown,0,USA,New York,New York,1,OFF-PA-10000345,1,Paper,A4 Paper,6233.19,6,0.0,-16206.294000000002,0,2,0,3739.914,1038.865,2025,5,2,-260.00000000000006,1
CA-2025-100343,2025-10-03,2025-10-06,CG-12520,Claire Gute,0,USA,Henderson,Kentucky,2,OFF-ST-10000760,1,Storage,Storage Cart,6329.21,5,0.0,-12658.419999999998,1,0,2,3797.526,1265.842,2025,10,4,-200.0,2
CA-2025-100344,2025-08-22,2025-08-24,AA-10480,Andrew Allen,2,USA,Boston,Massachusetts,1,OFF-ST-10000760,1,Storage,Storage Cart,6379.93,7,0.0,-20415.776,0,4,2,3827.958,911.4185714285716,2025,8,3,-320.0,1
CA-2025-100345,2025-08-05,2025-08-09,LM-15800,Linda Moore,2,USA,Miami,Florida,2,TEC-LA-10000221,2,Laptops,Laptop,258.65,3,0.2,-206.92,0,3,0,155.18999999999997,86.21666666666665,2025,8,3,-80.0,3
CA-2025-100346,2026-06-21,2026-06-26,CG-12520,Claire Gute,0,USA,Dallas,Texas,0,OFF-LA-10000240,1,Labels,Address Labels,267.22,1,0.3,106.888,1,1,2,160.33200000000002,267.22,2026,6,2,40.0,3
CA-2025-100347,2025-07-23,2025-07-26,EH-13945,Emily Harper,1,USA,Philadelphia,Pennsylvania,1,OFF-PA-10000345,1,Paper,A4 Paper,1947.4,2,0.05,-389.48,0,3,0,1168.44,973.7,2025,7,3,-20.0,3
CA-2025-100348,2026-04-02,2026-04-04,LM-15800,Linda Moore,2,USA,Henderson,Kentucky,2,FUR-DE-10004567,0,Desks,Office Desk,5629.76,5,0.0,-11259.520000000002,1,2,0,3377.856,1125.952,2026,4,2,-200.00000000000009,2
CA-2025-100349,2026-01-31,2026-02-01,SO-20335,Sean O'Donnell,0,USA,Dallas,Texas,0,TEC-PR-10002311,2,Printers,Laser Printer,3671.16,4,0.1,-5139.624,0,3,1,2202.696,917.79,2026,1,1,-140.0,2
CA-2025-100350,2026-06-10,2026-06-11,CG-12520,Claire Gute,0,USA,New York,New York,1,TEC-PR-10002311,2,Printers,Laser Printer,2717.1,3,0.0,-2173.68,1,2,0,1630.26,905.7,2026,6,2,-80.0,2
CA-2025-100351,2025-11-09,2025-11-12,JM-14520,James Miller,0,USA,Boston,Massachusetts,1,TEC-PH-10002275,2,Phones,IP Phone,1508.09,5,0.1,-3016.1800000000003,0,2,1,904.854,301.618,2025,11,4,-200.00000000000009,2
