Order ID,Order Date,Ship Date,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
CA-2025-100139,2025-06-26,2025-06-27,BH-11710,Brosina Hoffman,Consumer,USA,Boston,Massachusetts,East,TEC-LA-10000221,Technology,Laptops,Laptop,1490.96,3,0.1,468.76
CA-2025-100140,2025-12-13,2025-12-18,CG-12520,Claire Gute,Consumer,USA,Miami,Florida,South,OFF-BI-10001524,Office Supplies,Binders,Premium Binder,1346.18,2,0.2,471.9
CA-2025-100141,2025-06-03,2025-06-06,DV-13045,Darrin Van Huff,Corporate,USA,Austin,Texas,Central,OFF-ST-10000760,Office Supplies,Storage,Storage Cart,1414.97,7,0.0,483.42
CA-2025-100142,2026-01-21,2026-01-24,SO-20335,Sean O'Donnell,Consumer,USA,Denver,Colorado,West,TEC-LA-10000221,Technology,Laptops,Laptop,200.68,6,0.1,77.64
CA-2025-100143,2025-08-08,2025-08-11,LM-15800,Linda Moore,Home Office,USA,Dallas,Texas,Central,FUR-DE-10004567,Furniture,Desks,Office Desk,374.93,3,0.0,102.1
CA-2025-100144,2026-06-24,2026-06-25,EH-13945,Emily Harper,Corporate,USA,Chicago,Illinois,Central,OFF-PA-10000345,Office Supplies,Paper,A4 Paper,755.25,3,0.0,149.23
CA-2025-100145,2025-02-14,2025-02-18,EH-13945,Emily Harper,Corporate,USA,Austin,Texas,Central,TEC-AC-10003033,Technology,Accessories,Wireless Mouse,3958.72,5,0.3,1406.11
CA-2025-100146,2026-04-26,2026-04-28,EH-13945,Emily Harper,Corporate,USA,Boston,Massachusetts,East,OFF-ST-10000760,Office Supplies,Storage,Storage Cart,4252.25,7,0.2,475.43
CA-2025-100147,2025-07-24,2025-07-29,SO-20335,Sean O'Donnell,Consumer,USA,Miami,Florida,South,TEC-PR-10002311,Technology,Printers,Laser Printer,10499.47,8,0.0,2110.49
CA-2025-100148,2026-06-13,2026-06-14,AA-10480,Andrew Allen,Home Office,USA,Seattle,Washington,West,OFF-ST-10000760,Office Supplies,Storage,Storage Cart,10871.25,8,0.0,1729.98
CA-2025-100149,2025-04-04,2025-04-06,LM-15800,Linda Moore,Home Office,USA,Miami,Florida,South,OFF-PA-10000345,Office Supplies,Paper,A4 Paper,510.61,1,0.15,187.64
CA-2025-100150,2025-03-25,2025-03-28,BH-11710,Brosina Hoffman,Consumer,USA,Phoenix,Arizona,West,FUR-CH-10000111,Furniture,Chairs,Ergonomic Chair,7134.94,6,0.0,3115.07
CA-2025-100151,2026-04-29,2026-05-01,LM-15800,Linda Moore,Home Office,USA,Philadelphia,Pennsylvania,East,FUR-BO-10001798,Furniture,Bookcases,Bookcase,72.8,2,0.05,11.49
CA-2025-100152,2026-06-25,2026-06-29,DV-13045,Darrin Van Huff,Corporate,USA,Miami,Florida,South,OFF-ST-10000760,Office Supplies,Storage,Storage Cart,129.83,2,0.2,29.39
CA-2025-100153,2026-04-14,2026-04-15,DV-13045,Darrin Van Huff,Corporate,USA,Philadelphia,Pennsylvania,East,TEC-LA-10000221,Technology,Laptops,Laptop,904.03,1,0.05,179.46
CA-2025-100154,2025-10-26,2025-10-30,CG-12520,Claire Gute,Consumer,USA,Miami,Florida,South,TEC-AC-10003033,Technology,Accessories,Wireless Mouse,2023.68,7,0.0,539.88
CA-2025-100155,2026-01-05,2026-01-06,RT-17090,Robert Taylor,Corporate,USA,Denver,Colorado,West,TEC-PH-10002275,Technology,Phones,IP Phone,813.58,1,0.15,293.88
CA-2025-100156,2025-01-17,2025-01-20,DV-13045,Darrin Van Huff,Corporate,USA,Miami,Florida,South,TEC-PR-10002311,Technology,Printers,Laser Printer,1971.21,2,0.15,795.0
CA-2025-100157,2025-12-27,2026-01-01,EH-13945,Emily Harper,Corporate,USA,Chicago,Illinois,Central,TEC-PH-10002275,Technology,Phones,IP Phone,7610.29,8,0.0,3256.56
CA-2025-100158,2026-04-14,2026-04-15,AA-10480,Andrew Allen,Home Office,USA,Dallas,Texas,Central,OFF-LA-10000240,Office Supplies,Labels,Address Labels,432.21,1,0.1,116.53
CA-2025-100159,2026-04-30,2026-05-03,CG-12520,Claire Gute,Consumer,USA,Austin,Texas,Central,OFF-BI-10001524,Office Supplies,Binders,Premium Binder,1105.03,1,0.15,391.59
CA-2025-100160,2026-01-12,2026-01-16,JM-14520,James Miller,Consumer,USA,Boston,Massachusetts,East,OFF-BI-10001524,Office Supplies,Binders,Premium Binder,1573.62,3,0.3,382.16
CA-2025-100161,2025-10-01,2025-10-02,JM-14520,James Miller,Consumer,USA,Denver,Colorado,West,TEC-AC-10003033,Technology,Accessories,Wireless Mouse,2098.03,3,0.15,868.77
CA-2025-100162,2025-12-02,2025-12-05,AA-10480,Andrew Allen,Home Office,USA,Philadelphia,Pennsylvania,East,OFF-PA-10000345,Office Supplies,Paper,A4 Paper,2646.26,3,0.15,776.69
CA-2025-100163,2025-12-28,2026-01-02,JM-14520,James Miller,Consumer,USA,Atlanta,Georgia,South,FUR-BO-10001798,Furniture,Bookcases,Bookcase,1616.1,2,0.2,521.74
CA-2025-100164,2025-06-13,2025-06-14,SO-20335,Sean O'Donnell,Consumer,USA,New York,New York,East,FUR-DE-10004567,Furniture,Desks,Office Desk,614.78,2,0.15,198.73
CA-2025-100165,2025-02-03,2025-02-08,SO-20335,Sean O'Donnell,Consumer,USA,Boston,Massachusetts,East,OFF-BI-10001524,Office Supplies,Binders,Premium Binder,9175.97,8,0.0,2428.78
CA-2025-100166,2026-02-12,2026-02-15,AA-10480,Andrew Allen,Home Office,USA,Dallas,Texas,Central,FUR-BO-10001798,Furniture,Bookcases,Bookcase,1808.58,3,0.2,235.59
CA-2025-100167,2025-05-01,2025-05-04,AA-10480,Andrew Allen,Home Office,USA,New York,New York,East,TEC-AC-10003033,Technology,Accessories,Wireless Mouse,3654.11,5,0.3,1350.69
CA-2025-100168,2025-03-17,2025-03-21,SO-20335,Sean O'Donnell,Consumer,USA,New York,New York,East,TEC-PR-10002311,Technology,Printers,Laser Printer,6030.49,6,0.0,1552.86
CA-2025-100169,2025-10-25,2025-10-28,SO-20335,Sean O'Donnell,Consumer,USA,Austin,Texas,Central,TEC-LA-10000221,Technology,Laptops,Laptop,725.15,4,0.05,125.29
CA-2025-100170,2025-08-31,2025-09-04,CG-12520,Claire Gute,Consumer,USA,Atlanta,Georgia,South,TEC-AC-10003033,Technology,Accessories,Wireless Mouse,4238.61,6,0.0,999.54
CA-2025-100171,2025-03-30,2025-03-31,AA-10480,Andrew Allen,Home Office,USA,Philadelphia,Pennsylvania,East,TEC-PH-10002275,Technology,Phones,IP Phone,8092.39,7,0.0,3286.61
CA-2025-100172,2025-11-21,2025-11-22,LM-15800,Linda Moore,Home Office,USA,Philadelphia,Pennsylvania,East,TEC-LA-10000221,Technology,Laptops,Laptop,1207.31,6,0.0,218.86
CA-2025-100173,2025-05-13,2025-05-17,RT-17090,Robert Taylor,Corporate,USA,Los Angeles,California,West,TEC-LA-10000221,Technology,Laptops,Laptop,1389.44,3,0.0,468.34
CA-2025-100174,2025-08-19,2025-08-22,RT-17090,Robert Taylor,Corporate,USA,Miami,Florida,South,OFF-ST-10000760,Office Supplies,Storage,Storage Cart,3442.45,4,0.1,1398.29
CA-2025-100175,2025-11-07,2025-11-12,RT-17090,Robert Taylor,Corporate,USA,Seattle,Washington,West,TEC-AC-10003033,Technology,Accessories,Wireless Mouse,675.98,3,0.15,104.85
CA-2025-100176,2025-02-12,2025-02-13,DV-13045,Darrin Van Huff,Corporate,USA,Phoenix,Arizona,West,TEC-PR-10002311,Technology,Printers,Laser Printer,3688.86,4,0.2,861.95
CA-2025-100177,2025-02-01,2025-02-05,RT-17090,Robert Taylor,Corporate,USA,Atlanta,Georgia,South,OFF-ST-10000760,Office Supplies,Storage,Storage Cart,2399.16,8,0.2,829.86
CA-2025-100178,2025-03-16,2025-03-17,SO-20335,Sean O'Donnell,Consumer,USA,Boston,Massachusetts,East,TEC-PH-10002275,Technology,Phones,IP Phone,2511.95,8,0.0,855.56
CA-2025-100179,2025-11-23,2025-11-26,JM-14520,James Miller,Consumer,USA,Austin,Texas,Central,TEC-LA-10000221,Technology,Laptops,Laptop,679.68,2,0.3,198.26
CA-2025-100180,2025-05-25,2025-05-26,CG-12520,Claire Gute,Consumer,USA,Henderson,Kentucky,South,TEC-AC-10003033,Technology,Accessories,Wireless Mouse,2659.46,7,0.0,439.56
CA-2025-100181,2025-11-17,2025-11-19,SO-20335,Sean O'Donnell,Consumer,USA,Philadelphia,Pennsylvania,East,TEC-PH-10002275,Technology,Phones,IP Phone,7391.01,8,0.3,3123.12
CA-2025-100182,2026-06-02,2026-06-06,BH-11710,Brosina Hoffman,Consumer,USA,Chicago,Illinois,Central,OFF-BI-10001524,Office Supplies,Binders,Premium Binder,59.71,1,0.3,-115.19
CA-2025-100183,2026-04-27,2026-04-30,RT-17090,Robert Taylor,Corporate,USA,Los Angeles,California,West,OFF-PA-10000345,Office Supplies,Paper,A4 Paper,3378.39,3,0.15,617.06
CA-2025-100184,2026-01-10,2026-01-11,JM-14520,James Miller,Consumer,USA,Seattle,Washington,West,OFF-BI-10001524,Office Supplies,Binders,Premium Binder,418.47,5,0.3,19.99
CA-2025-100185,2025-05-02,2025-05-04,DV-13045,Darrin Van Huff,Corporate,USA,Boston,Massachusetts,East,OFF-BI-10001524,Office Supplies,Binders,Premium Binder,6468.92,6,0.05,1546.96
CA-2025-100186,2026-02-16,2026-02-21,CG-12520,Claire Gute,Consumer,USA,Los Angeles,California,West,FUR-DE-10004567,Furniture,Desks,Office Desk,5073.22,6,0.3,1882.38
CA-2025-100187,2025-05-24,2025-05-27,SB-18120,Sophia Brown,Consumer,USA,Miami,Florida,South,OFF-PA-10000345,Office Supplies,Paper,A4 Paper,3131.27,5,0.3,573.36
CA-2025-100188,2025-01-18,2025-01-21,EH-13945,Emily Harper,Corporate,USA,Denver,Colorado,West,TEC-AC-10003033,Technology,Accessories,Wireless Mouse,5985.82,5,0.0,1443.07
CA-2025-100189,2025-09-29,2025-10-04,SB-18120,Sophia Brown,Consumer,USA,Chicago,Illinois,Central,FUR-BO-10001798,Furniture,Bookcases,Bookcase,1690.0,8,0.2,673.09
CA-2025-100190,2025-09-06,2025-09-07,SB-18120,Sophia Brown,Consumer,USA,Seattle,Washington,West,FUR-BO-10001798,Furniture,Bookcases,Bookcase,3819.21,8,0.0,1166.63
CA-2025-100191,2025-07-28,2025-08-01,RT-17090,Robert Taylor,Corporate,USA,Philadelphia,Pennsylvania,East,FUR-BO-10001798,Furniture,Bookcases,Bookcase,1996.24,3,0.15,200.94
CA-2025-100192,2026-05-05,2026-05-10,JM-14520,James Miller,Consumer,USA,Miami,Florida,South,TEC-PH-10002275,Technology,Phones,IP Phone,4449.31,6,0.1,1052.14
CA-2025-100193,2025-07-16,2025-07-18,AA-10480,Andrew Allen,Home Office,USA,Miami,Florida,South,OFF-ST-10000760,Office Supplies,Storage,Storage Cart,3711.06,5,0.3,1192.84
CA-2025-100194,2025-10-08,2025-10-11,DV-13045,Darrin Van Huff,Corporate,USA,Boston,Massachusetts,East,OFF-BI-10001524,Office Supplies,Binders,Premium Binder,1195.49,3,0.1,138.25
CA-2025-100195,2025-03-22,2025-03-25,LM-15800,Linda Moore,Home Office,USA,Atlanta,Georgia,South,TEC-PH-10002275,Technology,Phones,IP Phone,1119.89,4,0.1,138.24
CA-2025-100196,2025-10-06,2025-10-08,DV-13045,Darrin Van Huff,Corporate,USA,Dallas,Texas,Central,FUR-BO-10001798,Furniture,Bookcases,Bookcase,3842.15,4,0.0,1594.23
CA-2025-100197,2025-12-05,2025-12-09,DV-13045,Darrin Van Huff,Corporate,USA,Dallas,Texas,Central,TEC-LA-10000221,Technology,Laptops,Laptop,1294.21,3,0.3,320.19
CA-2025-100198,2025-10-22,2025-10-25,AA-10480,Andrew Allen,Home Office,USA,Los Angeles,California,West,TEC-PR-10002311,Technology,Printers,Laser Printer,3229.51,4,0.0,421.03
CA-2025-100199,2025-06-29,2025-07-03,SO-20335,Sean O'Donnell,Consumer,USA,Denver,Colorado,West,TEC-PH-10002275,Technology,Phones,IP Phone,3794.98,3,0.1,543.21
CA-2025-100200,2025-01-10,2025-01-13,SB-18120,Sophia Brown,Consumer,USA,Phoenix,Arizona,West,OFF-ST-10000760,Office Supplies,Storage,Storage Cart,8309.05,8,0.3,1115.51
CA-2025-100201,2026-06-01,2026-06-05,AA-10480,Andrew Allen,Home Office,USA,Dallas,Texas,Central,OFF-BI-10001524,Office Supplies,Binders,Premium Binder,2968.29,3,0.1,589.18
CA-2025-100202,2025-01-15,2025-01-18,AA-10480,Andrew Allen,Home Office,USA,Dallas,Texas,Central,TEC-AC-10003033,Technology,Accessories,Wireless Mouse,7391.18,7,0.15,3101.65
CA-2025-100203,2025-04-08,2025-04-10,SO-20335,Sean O'Donnell,Consumer,USA,Boston,Massachusetts,East,OFF-LA-10000240,Office Supplies,Labels,Address Labels,378.64,1,0.05,111.18
CA-2025-100204,2025-10-01,2025-10-04,AA-10480,Andrew Allen,Home Office,USA,Phoenix,Arizona,West,TEC-PR-10002311,Technology,Printers,Laser Printer,6253.35,6,0.0,1352.44
CA-2025-100205,2026-04-22,2026-04-25,SO-20335,Sean O'Donnell,Consumer,USA,Philadelphia,Pennsylvania,East,TEC-LA-10000221,Technology,Laptops,Laptop,4673.4,5,0.1,1501.84
CA-2025-100206,2025-08-15,2025-08-17,SO-20335,Sean O'Donnell,Consumer,USA,New York,New York,East,TEC-PH-10002275,Technology,Phones,IP Phone,2644.36,6,0.3,364.76
CA-2025-100207,2025-08-12,2025-08-14,SB-18120,Sophia Brown,Consumer,USA,Denver,Colorado,West,TEC-LA-10000221,Technology,Laptops,Laptop,758.24,6,0.0,324.82
CA-2025-100208,2026-06-02,2026-06-04,SB-18120,Sophia Brown,Consumer,USA,Dallas,Texas,Central,OFF-BI-10001524,Office Supplies,Binders,Premium Binder,1392.3,8,0.05,277.18
CA-2025-100209,2026-05-16,2026-05-17,RT-17090,Robert Taylor,Corporate,USA,New York,New York,East,TEC-PH-10002275,Technology,Phones,IP Phone,1626.95,3,0.3,318.37
CA-2025-100210,2025-11-12,2025-11-13,JM-14520,James Miller,Consumer,USA,Miami,Florida,South,OFF-LA-10000240,Office Supplies,Labels,Address Labels,131.72,2,0.15,26.98
CA-2025-100211,2025-03-03,2025-03-04,LM-15800,Linda Moore,Home Office,USA,Phoenix,Arizona,West,OFF-PA-10000345,Office Supplies,Paper,A4 Paper,2773.84,3,0.2,884.68
CA-2025-100212,2026-01-27,2026-01-31,JM-14520,James Miller,Consumer,USA,New York,New York,East,TEC-PR-10002311,Technology,Printers,Laser Printer,2508.6,3,0.15,1024.71
CA-2025-100213,2026-02-07,2026-02-12,SO-20335,Sean O'Donnell,Consumer,USA,Dallas,Texas,Central,FUR-BO-10001798,Furniture,Bookcases,Bookcase,2799.5,5,0.2,738.57
CA-2025-100214,2025-08-24,2025-08-26,LM-15800,Linda Moore,Home Office,USA,Miami,Florida,South,OFF-ST-10000760,Office Supplies,Storage,Storage Cart,5626.97,4,0.0,2468.69
CA-2025-100215,2026-03-06,2026-03-11,CG-12520,Claire Gute,Consumer,USA,Dallas,Texas,Central,FUR-CH-10000111,Furniture,Chairs,Ergonomic Chair,1252.97,2,0.3,190.26
CA-2025-100216,2025-02-19,2025-02-21,CG-12520,Claire Gute,Consumer,USA,Boston,Massachusetts,East,OFF-LA-10000240,Office Supplies,Labels,Address Labels,4536.14,4,0.0,1818.78
CA-2025-100217,2025-10-24,2025-10-26,SB-18120,Sophia Brown,Consumer,USA,Atlanta,Georgia,South,TEC-AC-10003033,Technology,Accessories,Wireless Mouse,2177.92,6,0.0,228.7
CA-2025-100218,2026-06-18,2026-06-20,JM-14520,James Miller,Consumer,USA,Henderson,Kentucky,South,FUR-BO-10001798,Furniture,Bookcases,Bookcase,2262.55,3,0.2,577.97
CA-2025-100219,2025-02-18,2025-02-21,JM-14520,James Miller,Consumer,USA,Atlanta,Georgia,South,OFF-PA-10000345,Office Supplies,Paper,A4 Paper,1301.07,7,0.2,501.75
CA-2025-100220,2026-04-30,2026-05-02,BH-11710,Brosina Hoffman,Consumer,USA,Atlanta,Georgia,South,FUR-DE-10004567,Furniture,Desks,Office Desk,8786.97,8,0.2,977.77
CA-2025-100221,2025-05-18,2025-05-22,BH-11710,Brosina Hoffman,Consumer,USA,Miami,Florida,South,OFF-BI-10001524,Office Supplies,Binders,Premium Binder,2353.0,2,0.15,982.7
CA-2025-100222,2025-07-15,2025-07-16,AA-10480,Andrew Allen,Home Office,USA,Philadelphia,Pennsylvania,East,TEC-AC-10003033,Technology,Accessories,Wireless Mouse,1246.11,1,0.05,209.81
CA-2025-100223,2025-08-11,2025-08-15,BH-11710,Brosina Hoffman,Consumer,USA,Henderson,Kentucky,South,FUR-BO-10001798,Furniture,Bookcases,Bookcase,5625.47,4,0.0,1060.92
CA-2025-100224,2026-05-06,2026-05-08,SB-18120,Sophia Brown,Consumer,USA,Austin,Texas,Central,OFF-LA-10000240,Office Supplies,Labels,Address Labels,5594.48,6,0.2,1604.57
CA-2025-100225,2026-01-03,2026-01-06,AA-10480,Andrew Allen,Home Office,USA,Atlanta,Georgia,South,TEC-PH-10002275,Technology,Phones,IP Phone,878.79,8,0.3,99.57
CA-2025-100226,2025-07-28,2025-07-31,EH-13945,Emily Harper,Corporate,USA,New York,New York,East,TEC-AC-10003033,Technology,Accessories,Wireless Mouse,4457.86,4,0.0,1599.16
CA-2025-100227,2026-03-04,2026-03-07,SO-20335,Sean O'Donnell,Consumer,USA,Austin,Texas,Central,OFF-LA-10000240,Office Supplies,Labels,Address Labels,5712.26,7,0.05,1572.27
CA-2025-100228,2025-12-12,2025-12-15,LM-15800,Linda Moore,Home Office,USA,Boston,Massachusetts,East,FUR-DE-10004567,Furniture,Desks,Office Desk,1101.26,6,0.3,289.01
CA-2025-100229,2025-03-02,2025-03-07,CG-12520,Claire Gute,Consumer,USA,Los Angeles,California,West,FUR-BO-10001798,Furniture,Bookcases,Bookcase,1428.83,7,0.05,608.98
CA-2025-100230,2025-06-04,2025-06-05,BH-11710,Brosina Hoffman,Consumer,USA,Boston,Massachusetts,East,FUR-BO-10001798,Furniture,Bookcases,Bookcase,7938.67,8,0.0,3554.03
CA-2025-100231,2026-02-26,2026-02-27,CG-12520,Claire Gute,Consumer,USA,Atlanta,Georgia,South,OFF-ST-10000760,Office Supplies,Storage,Storage Cart,606.64,1,0.2,101.82
CA-2025-100232,2025-07-03,2025-07-04,DV-13045,Darrin Van Huff,Corporate,USA,Dallas,Texas,Central,OFF-LA-10000240,Office Supplies,Labels,Address Labels,5511.01,5,0.1,946.64
CA-2025-100233,2025-03-22,2025-03-25,JM-14520,James Miller,Consumer,USA,Philadelphia,Pennsylvania,East,OFF-LA-10000240,Office Supplies,Labels,Address Labels,1827.85,4,0.0,404.31
CA-2025-100234,2025-02-02,2025-02-03,JM-14520,James Miller,Consumer,USA,Boston,Massachusetts,East,TEC-LA-10000221,Technology,Laptops,Laptop,748.89,8,0.0,152.78
CA-2025-100235,2025-03-26,2025-03-30,JM-14520,James Miller,Consumer,USA,Atlanta,Georgia,South,FUR-CH-10000111,Furniture,Chairs,Ergonomic Chair,246.65,1,0.3,-52.55
CA-2025-100236,2025-10-15,2025-10-20,SB-18120,Sophia Brown,Consumer,USA,Seattle,Washington,West,OFF-BI-10001524,Office Supplies,Binders,Premium Binder,1442.59,1,0.0,269.35
CA-2025-100237,2026-02-12,2026-02-13,AA-10480,Andrew Allen,Home Office,USA,Chicago,Illinois,Central,OFF-LA-10000240,Office Supplies,Labels,Address Labels,6061.75,7,0.15,1913.41
CA-2025-100238,2025-05-24,2025-05-25,RT-17090,Robert Taylor,Corporate,USA,Miami,Florida,South,FUR-CH-10000111,Furniture,Chairs,Ergonomic Chair,2491.26,7,0.0,824.09
CA-2025-100239,2026-02-11,2026-02-14,CG-12520,Claire Gute,Consumer,USA,Henderson,Kentucky,South,TEC-PH-10002275,Technology,Phones,IP Phone,1728.51,4,0.2,516.57
CA-2025-100240,2026-01-25,2026-01-26,SB-18120,Sophia Brown,Consumer,USA,Miami,Florida,South,FUR-CH-10000111,Furniture,Chairs,Ergonomic Chair,654.85,2,0.2,131.57
CA-2025-100241,2025-06-07,2025-06-11,EH-13945,Emily Harper,Corporate,USA,Miami,Florida,South,FUR-CH-10000111,Furniture,Chairs,Ergonomic Chair,990.51,1,0.3,265.88
CA-2025-100242,2025-05-16,2025-05-17,SO-20335,Sean O'Donnell,Consumer,USA,Boston,Massachusetts,East,TEC-LA-10000221,Technology,Laptops,Laptop,1147.35,7,0.0,374.19
CA-2025-100243,2025-04-06,2025-04-11,SB-18120,Sophia Brown,Consumer,USA,Henderson,Kentucky,South,FUR-BO-10001798,Furniture,Bookcases,Bookcase,3132.89,5,0.0,615.0
CA-2025-100244,2025-09-06,2025-09-11,RT-17090,Robert Taylor,Corporate,USA,Chicago,Illinois,Central,OFF-PA-10000345,Office Supplies,Paper,A4 Paper,585.55,3,0.1,208.49
CA-2025-100245,2025-05-30,2025-05-31,SO-20335,Sean O'Donnell,Consumer,USA,Boston,Massachusetts,East,OFF-PA-10000345,Office Supplies,Paper,A4 Paper,3657.52,5,0.0,1183.6
CA-2025-100246,2025-09-10,2025-09-14,SB-18120,Sophia Brown,Consumer,USA,Austin,Texas,Central,FUR-CH-10000111,Furniture,Chairs,Ergonomic Chair,1113.46,3,0.2,371.59
CA-2025-100247,2026-01-25,2026-01-28,LM-15800,Linda Moore,Home Office,USA,Henderson,Kentucky,South,TEC-PR-10002311,Technology,Printers,Laser Printer,1304.3,3,0.05,368.26
CA-2025-100248,2025-07-01,2025-07-05,EH-13945,Emily Harper,Corporate,USA,Atlanta,Georgia,South,TEC-PR-10002311,Technology,Printers,Laser Printer,11034.95,8,0.05,3707.08
CA-2025-100249,2025-10-15,2025-10-19,EH-13945,Emily Harper,Corporate,USA,Seattle,Washington,West,TEC-AC-10003033,Technology,Accessories,Wireless Mouse,3077.26,3,0.0,358.34
CA-2025-100250,2026-04-18,2026-04-20,LM-15800,Linda Moore,Home Office,USA,Atlanta,Georgia,South,FUR-CH-10000111,Furniture,Chairs,Ergonomic Chair,7089.16,7,0.0,1618.68
CA-2025-100251,2025-09-05,2025-09-08,SO-20335,Sean O'Donnell,Consumer,USA,Boston,Massachusetts,East,FUR-CH-10000111,Furniture,Chairs,Ergonomic Chair,8322.41,8,0.3,1959.63
CA-2025-100252,2026-03-05,2026-03-10,CG-12520,Claire Gute,Consumer,USA,Atlanta,Georgia,South,TEC-LA-10000221,Technology,Laptops,Laptop,328.62,2,0.05,72.24
CA-2025-100253,2025-12-30,2026-01-01,SB-18120,Sophia Brown,Consumer,USA,Denver,Colorado,West,OFF-BI-10001524,Office Supplies,Binders,Premium Binder,1175.0,7,0.0,422.34
CA-2025-100254,2026-06-07,2026-06-12,RT-17090,Robert Taylor,Corporate,USA,Austin,Texas,Central,OFF-BI-10001524,Office Supplies,Binders,Premium Binder,4899.75,7,0.0,1613.3
CA-2025-100255,2025-01-26,2025-01-30,DV-13045,Darrin Van Huff,Corporate,USA,Henderson,Kentucky,South,FUR-CH-10000111,Furniture,Chairs,Ergonomic Chair,2497.33,2,0.0,819.34
CA-2025-100256,2025-12-18,2025-12-22,BH-11710,Brosina Hoffman,Consumer,USA,Boston,Massachusetts,East,TEC-PH-10002275,Technology,Phones,IP Phone,928.01,2,0.3,254.99
CA-2025-100257,2025-04-28,2025-04-29,EH-13945,Emily Harper,Corporate,USA,Seattle,Washington,West,OFF-LA-10000240,Office Supplies,Labels,Address Labels,2122.48,3,0.15,539.22
CA-2025-100258,2026-04-19,2026-04-21,JM-14520,James Miller,Consumer,USA,Dallas,Texas,Central,TEC-PR-10002311,Technology,Printers,Laser Printer,3986.13,7,0.05,1166.54
CA-2025-100259,2026-03-16,2026-03-20,CG-12520,Claire Gute,Consumer,USA,Dallas,Texas,Central,OFF-ST-10000760,Office Supplies,Storage,Storage Cart,1740.5,2,0.0,560.39
CA-2025-100260,2025-07-21,2025-07-25,DV-13045,Darrin Van Huff,Corporate,USA,Atlanta,Georgia,South,TEC-PH-10002275,Technology,Phones,IP Phone,4317.54,6,0.2,1055.85
CA-2025-100261,2025-12-23,2025-12-26,LM-15800,Linda Moore,Home Office,USA,Chicago,Illinois,Central,OFF-ST-10000760,Office Supplies,Storage,Storage Cart,1719.45,2,0.15,702.82
CA-2025-100262,2025-11-09,2025-11-10,SO-20335,Sean O'Donnell,Consumer,USA,Atlanta,Georgia,South,FUR-DE-10004567,Furniture,Desks,Office Desk,4432.23,7,0.0,1102.82
CA-2025-100263,2026-03-10,2026-03-12,LM-15800,Linda Moore,Home Office,USA,Chicago,Illinois,Central,FUR-DE-10004567,Furniture,Desks,Office Desk,3522.91,8,0.0,1197.43
CA-2025-100264,2026-04-07,2026-04-12,CG-12520,Claire Gute,Consumer,USA,Miami,Florida,South,TEC-PH-10002275,Technology,Phones,IP Phone,721.78,3,0.2,81.32
CA-2025-100265,2026-06-02,2026-06-06,JM-14520,James Miller,Consumer,USA,Boston,Massachusetts,East,TEC-PH-10002275,Technology,Phones,IP Phone,2073.66,8,0.0,355.51
CA-2025-100266,2025-08-14,2025-08-17,CG-12520,Claire Gute,Consumer,USA,Miami,Florida,South,TEC-LA-10000221,Technology,Laptops,Laptop,912.21,5,0.3,109.47
CA-2025-100267,2026-05-23,2026-05-28,RT-17090,Robert Taylor,Corporate,USA,Los Angeles,California,West,OFF-ST-10000760,Office Supplies,Storage,Storage Cart,4905.87,6,0.0,902.67
CA-2025-100268,2026-03-28,2026-04-02,BH-11710,Brosina Hoffman,Consumer,USA,New York,New York,East,TEC-PR-10002311,Technology,Printers,Laser Printer,1814.35,4,0.0,530.87
CA-2025-100269,2025-12-23,2025-12-24,LM-15800,Linda Moore,Home Office,USA,Seattle,Washington,West,OFF-LA-10000240,Office Supplies,Labels,Address Labels,6206.22,6,0.2,2432.26
CA-2025-100270,2025-05-23,2025-05-25,BH-11710,Brosina Hoffman,Consumer,USA,Phoenix,Arizona,West,TEC-LA-10000221,Technology,Laptops,Laptop,4496.59,5,0.0,1514.1
CA-2025-100271,2025-10-27,2025-10-30,SB-18120,Sophia Brown,Consumer,USA,Atlanta,Georgia,South,TEC-PR-10002311,Technology,Printers,Laser Printer,339.24,2,0.2,43.57
CA-2025-100272,2025-10-11,2025-10-13,SO-20335,Sean O'Donnell,Consumer,USA,Dallas,Texas,Central,OFF-BI-10001524,Office Supplies,Binders,Premium Binder,3662.71,4,0.2,1020.76
CA-2025-100273,2025-10-03,2025-10-07,JM-14520,James Miller,Consumer,USA,New York,New York,East,TEC-PR-10002311,Technology,Printers,Laser Printer,1098.45,2,0.1,227.22
CA-2025-100274,2026-01-13,2026-01-17,LM-15800,Linda Moore,Home Office,USA,Atlanta,Georgia,South,FUR-BO-10001798,Furniture,Bookcases,Bookcase,1538.72,2,0.3,239.88
CA-2025-100275,2025-03-06,2025-03-11,JM-14520,James Miller,Consumer,USA,Austin,Texas,Central,OFF-LA-10000240,Office Supplies,Labels,Address Labels,2952.86,8,0.1,979.72
CA-2025-100276,2025-05-14,2025-05-19,LM-15800,Linda Moore,Home Office,USA,Atlanta,Georgia,South,FUR-BO-10001798,Furniture,Bookcases,Bookcase,110.86,1,0.3,-91.57
CA-2025-100277,2025-06-11,2025-06-15,LM-15800,Linda Moore,Home Office,USA,Denver,Colorado,West,OFF-LA-10000240,Office Supplies,Labels,Address Labels,3575.88,3,0.1,1410.18
