Order ID,Sale_Date,Ship Date,Customer ID,Customer Name,Customer_Type,Country,City,State,Region,Product_ID,Product_Category,Sub-Category,Product Name,Sales_Amount,Quantity_Sold,Discount,Profit,Sales_Channel,Sales_Rep,Payment_Method,Unit_Cost,Unit_Price
CA-2025-100255,2025-01-26,2025-01-30,DV-13045,Darrin Van Huff,Corporate,USA,Henderson,Kentucky,South,FUR-CH-10000111,Furniture,Chairs,Ergonomic Chair,2497.33,2,0.0,819.34,Online,Bob,Bank Transfer,1498.398,1248.665
CA-2025-100256,2025-12-18,2025-12-22,BH-11710,Brosina Hoffman,Consumer,USA,Boston,Massachusetts,East,TEC-PH-10002275,Technology,Phones,IP Phone,928.01,2,0.3,254.99,Online,Charlie,Bank Transfer,556.8059999999999,464.005
CA-2025-100257,2025-04-28,2025-04-29,EH-13945,Emily Harper,Corporate,USA,Seattle,Washington,West,OFF-LA-10000240,Office Supplies,Labels,Address Labels,2122.48,3,0.15,539.22,Online,Bob,PayPal,1273.488,707.4933333333333
CA-2025-100258,2026-04-19,2026-04-21,JM-14520,James Miller,Consumer,USA,Dallas,Texas,Central,TEC-PR-10002311,Technology,Printers,Laser Printer,3986.13,7,0.05,1166.54,Retail,Bob,PayPal,2391.678,569.4471428571429
CA-2025-100259,2026-03-16,2026-03-20,CG-12520,Claire Gute,Consumer,USA,Dallas,Texas,Central,OFF-ST-10000760,Office Supplies,Storage,Storage Cart,1740.5,2,0.0,560.39,Retail,David,PayPal,1044.3,870.25
CA-2025-100260,2025-07-21,2025-07-25,DV-13045,Darrin Van Huff,Corporate,USA,Atlanta,Georgia,South,TEC-PH-10002275,Technology,Phones,IP Phone,4317.54,6,0.2,1055.85,Retail,David,Bank Transfer,2590.524,719.59
CA-2025-100261,2025-12-23,2025-12-26,LM-15800,Linda Moore,Home Office,USA,Chicago,Illinois,Central,OFF-ST-10000760,Office Supplies,Storage,Storage Cart,1719.45,2,0.15,702.82,Online,Bob,Bank Transfer,1031.67,859.725
CA-2025-100262,2025-11-09,2025-11-10,SO-20335,Sean O'Donnell,Consumer,USA,Atlanta,Georgia,South,FUR-DE-10004567,Furniture,Desks,Office Desk,4432.23,7,0.0,1102.82,Retail,Bob,Bank Transfer,2659.338,633.1757142857142
CA-2025-100263,2026-03-10,2026-03-12,LM-15800,Linda Moore,Home Office,USA,Chicago,Illinois,Central,FUR-DE-10004567,Furniture,Desks,Office Desk,3522.91,8,0.0,1197.43,Retail,Eve,Bank Transfer,2113.746,440.36375
CA-2025-100264,2026-04-07,2026-04-12,CG-12520,Claire Gute,Consumer,USA,Miami,Florida,South,TEC-PH-10002275,Technology,Phones,IP Phone,721.78,3,0.2,81.32,Retail,Bob,PayPal,433.068,240.59333333333333
CA-2025-100265,2026-06-02,2026-06-06,JM-14520,James Miller,Consumer,USA,Boston,Massachusetts,East,TEC-PH-10002275,Technology,Phones,IP Phone,2073.66,8,0.0,355.51,Retail,Eve,Credit Card,1244.196,259.2075
CA-2025-100266,2025-08-14,2025-08-17,CG-12520,Claire Gute,Consumer,USA,Miami,Florida,South,TEC-LA-10000221,Technology,Laptops,Laptop,912.21,5,0.3,109.47,Online,Bob,PayPal,547.326,182.442
CA-2025-100267,2026-05-23,2026-05-28,RT-17090,Robert Taylor,Corporate,USA,Los Angeles,California,West,OFF-ST-10000760,Office Supplies,Storage,Storage Cart,4905.87,6,0.0,902.67,Retail,Bob,PayPal,2943.522,817.645
CA-2025-100268,2026-03-28,2026-04-02,BH-11710,Brosina Hoffman,Consumer,USA,New York,New York,East,TEC-PR-10002311,Technology,Printers,Laser Printer,1814.35,4,0.0,530.87,Retail,Alice,PayPal,1088.61,453.5875
CA-2025-100269,2025-12-23,2025-12-24,LM-15800,Linda Moore,Home Office,USA,Seattle,Washington,West,OFF-LA-10000240,Office Supplies,Labels,Address Labels,6206.22,6,0.2,2432.26,Online,David,Credit Card,3723.732,1034.37
CA-2025-100270,2025-05-23,2025-05-25,BH-11710,Brosina Hoffman,Consumer,USA,Phoenix,Arizona,West,TEC-LA-10000221,Technology,Laptops,Laptop,4496.59,5,0.0,1514.1,Retail,Bob,Credit Card,2697.954,899.318
CA-2025-100271,2025-10-27,2025-10-30,SB-18120,Sophia Brown,Consumer,USA,Atlanta,Georgia,South,TEC-PR-10002311,Technology,Printers,Laser Printer,339.24,2,0.2,43.57,Retail,Alice,PayPal,203.544,169.62
CA-2025-100272,2025-10-11,2025-10-13,SO-20335,Sean O'Donnell,Consumer,USA,Dallas,Texas,Central,OFF-BI-10001524,Office Supplies,Binders,Premium Binder,3662.71,4,0.2,1020.76,Online,David,Bank Transfer,2197.626,915.6775
CA-2025-100273,2025-10-03,2025-10-07,JM-14520,James Miller,Consumer,USA,New York,New York,East,TEC-PR-10002311,Technology,Printers,Laser Printer,1098.45,2,0.1,227.22,Retail,Alice,Bank Transfer,659.07,549.225
CA-2025-100274,2026-01-13,2026-01-17,LM-15800,Linda Moore,Home Office,USA,Atlanta,Georgia,South,FUR-BO-10001798,Furniture,Bookcases,Bookcase,1538.72,2,0.3,239.88,Online,Charlie,Credit Card,923.232,769.36
CA-2025-100275,2025-03-06,2025-03-11,JM-14520,James Miller,Consumer,USA,Austin,Texas,Central,OFF-LA-10000240,Office Supplies,Labels,Address Labels,2952.86,8,0.1,979.72,Retail,Charlie,Credit Card,1771.716,369.1075
CA-2025-100276,2025-05-14,2025-05-19,LM-15800,Linda Moore,Home Office,USA,Atlanta,Georgia,South,FUR-BO-10001798,Furniture,Bookcases,Bookcase,110.86,1,0.3,-91.57,Retail,Alice,Bank Transfer,66.51599999999999,110.86
CA-2025-100277,2025-06-11,2025-06-15,LM-15800,Linda Moore,Home Office,USA,Denver,Colorado,West,OFF-LA-10000240,Office Supplies,Labels,Address Labels,3575.88,3,0.1,1410.18,Retail,Bob,Bank Transfer,2145.528,1191.96
CA-2025-100278,2025-10-08,2025-10-09,EH-13945,Emily Harper,Corporate,USA,Miami,Florida,South,OFF-BI-10001524,Office Supplies,Binders,Premium Binder,235.34,3,0.1,46.1,Online,David,PayPal,141.204,78.44666666666667
CA-2025-100279,2025-08-28,2025-09-01,DV-13045,Darrin Van Huff,Corporate,USA,Los Angeles,California,West,OFF-LA-10000240,Office Supplies,Labels,Address Labels,958.58,8,0.05,257.09,Online,Alice,PayPal,575.148,119.8225
CA-2025-100280,2026-04-01,2026-04-02,CG-12520,Claire Gute,Consumer,USA,Miami,Florida,South,OFF-PA-10000345,Office Supplies,Paper,A4 Paper,2057.05,3,0.05,649.87,Online,Eve,Bank Transfer,1234.23,685.6833333333334
CA-2025-100281,2025-04-15,2025-04-16,EH-13945,Emily Harper,Corporate,USA,Henderson,Kentucky,South,FUR-DE-10004567,Furniture,Desks,Office Desk,8137.19,7,0.0,1834.52,Online,Eve,Credit Card,4882.313999999999,1162.4557142857143
CA-2025-100282,2025-05-27,2025-05-28,RT-17090,Robert Taylor,Corporate,USA,Seattle,Washington,West,TEC-PH-10002275,Technology,Phones,IP Phone,6518.54,6,0.0,834.61,Online,Charlie,Bank Transfer,3911.124,1086.4233333333334
CA-2025-100283,2026-03-30,2026-04-01,DV-13045,Darrin Van Huff,Corporate,USA,Seattle,Washington,West,FUR-CH-10000111,Furniture,Chairs,Ergonomic Chair,2989.21,7,0.2,1016.1,Retail,Bob,PayPal,1793.526,427.03
CA-2025-100284,2025-05-24,2025-05-26,AA-10480,Andrew Allen,Home Office,USA,Seattle,Washington,West,TEC-LA-10000221,Technology,Laptops,Laptop,5853.32,5,0.0,896.95,Online,Eve,Bank Transfer,3511.992,1170.664
CA-2025-100285,2025-11-05,2025-11-07,RT-17090,Robert Taylor,Corporate,USA,Chicago,Illinois,Central,OFF-PA-10000345,Office Supplies,Paper,A4 Paper,4620.77,5,0.05,1278.98,Retail,Charlie,Bank Transfer,2772.462,924.154
CA-2025-100286,2025-04-26,2025-04-28,LM-15800,Linda Moore,Home Office,USA,Los Angeles,California,West,OFF-BI-10001524,Office Supplies,Binders,Premium Binder,991.94,6,0.2,319.51,Online,Alice,PayPal,595.164,165.32333333333335
CA-2025-100287,2025-06-26,2025-06-30,DV-13045,Darrin Van Huff,Corporate,USA,Los Angeles,California,West,FUR-BO-10001798,Furniture,Bookcases,Bookcase,1657.28,5,0.0,195.5,Retail,Eve,Bank Transfer,994.368,331.456
CA-2025-100288,2026-02-12,2026-02-17,AA-10480,Andrew Allen,Home Office,USA,Boston,Massachusetts,East,OFF-PA-10000345,Office Supplies,Paper,A4 Paper,1928.8,2,0.0,680.65,Retail,David,Credit Card,1157.28,964.4
CA-2025-100289,2025-11-14,2025-11-15,RT-17090,Robert Taylor,Corporate,USA,Dallas,Texas,Central,TEC-LA-10000221,Technology,Laptops,Laptop,3553.14,6,0.0,1213.19,Online,Charlie,Credit Card,2131.884,592.1899999999999
CA-2025-100290,2026-03-24,2026-03-26,CG-12520,Claire Gute,Consumer,USA,Dallas,Texas,Central,OFF-PA-10000345,Office Supplies,Paper,A4 Paper,1371.05,2,0.0,468.55,Retail,Charlie,PayPal,822.63,685.525
CA-2025-100291,2025-06-29,2025-06-30,CG-12520,Claire Gute,Consumer,USA,Chicago,Illinois,Central,FUR-BO-10001798,Furniture,Bookcases,Bookcase,1911.62,3,0.15,510.3,Online,Charlie,PayPal,1146.972,637.2066666666666
CA-2025-100292,2025-09-23,2025-09-25,EH-13945,Emily Harper,Corporate,USA,Chicago,Illinois,Central,OFF-ST-10000760,Office Supplies,Storage,Storage Cart,2318.86,2,0.0,771.59,Online,Charlie,Bank Transfer,1391.316,1159.43
CA-2025-100293,2026-03-16,2026-03-19,RT-17090,Robert Taylor,Corporate,USA,Phoenix,Arizona,West,TEC-AC-10003033,Technology,Accessories,Wireless Mouse,1273.74,2,0.15,548.47,Online,Bob,Bank Transfer,764.244,636.87
CA-2025-100294,2025-06-20,2025-06-23,SO-20335,Sean O'Donnell,Consumer,USA,Miami,Florida,South,TEC-AC-10003033,Technology,Accessories,Wireless Mouse,700.65,2,0.0,304.49,Online,Alice,Bank Transfer,420.39,350.325
CA-2025-100295,2025-01-13,2025-01-15,CG-12520,Claire Gute,Consumer,USA,Boston,Massachusetts,East,OFF-PA-10000345,Office Supplies,Paper,A4 Paper,829.96,3,0.0,212.88,Online,Eve,Bank Transfer,497.976,276.65333333333336
CA-2025-100296,2026-03-06,2026-03-08,EH-13945,Emily Harper,Corporate,USA,Austin,Texas,Central,OFF-BI-10001524,Office Supplies,Binders,Premium Binder,5273.13,5,0.15,2152.54,Retail,Charlie,Bank Transfer,3163.878,1054.626
CA-2025-100297,2025-02-23,2025-02-25,BH-11710,Brosina Hoffman,Consumer,USA,Denver,Colorado,West,FUR-CH-10000111,Furniture,Chairs,Ergonomic Chair,9362.79,8,0.1,3140.7,Retail,Alice,Credit Card,5617.674,1170.34875
CA-2025-100298,2026-04-13,2026-04-14,EH-13945,Emily Harper,Corporate,USA,Austin,Texas,Central,TEC-AC-10003033,Technology,Accessories,Wireless Mouse,5281.85,5,0.05,1519.2,Online,Alice,Bank Transfer,3169.11,1056.37
CA-2025-100299,2026-05-21,2026-05-23,RT-17090,Robert Taylor,Corporate,USA,Dallas,Texas,Central,FUR-BO-10001798,Furniture,Bookcases,Bookcase,271.48,7,0.15,61.74,Retail,Alice,Credit Card,162.888,38.78285714285715
CA-2025-100300,2025-01-10,2025-01-13,CG-12520,Claire Gute,Consumer,USA,Philadelphia,Pennsylvania,East,OFF-ST-10000760,Office Supplies,Storage,Storage Cart,599.91,2,0.05,181.81,Online,David,PayPal,359.946,299.955
CA-2025-100301,2025-03-03,2025-03-05,AA-10480,Andrew Allen,Home Office,USA,Los Angeles,California,West,OFF-LA-10000240,Office Supplies,Labels,Address Labels,6272.86,7,0.15,1816.24,Retail,Charlie,Credit Card,3763.716,896.1228571428571
CA-2025-100302,2025-03-28,2025-04-02,DV-13045,Darrin Van Huff,Corporate,USA,Chicago,Illinois,Central,OFF-PA-10000345,Office Supplies,Paper,A4 Paper,1783.85,2,0.0,531.15,Retail,Eve,Credit Card,1070.31,891.925
CA-2025-100303,2025-05-14,2025-05-16,AA-10480,Andrew Allen,Home Office,USA,Henderson,Kentucky,South,OFF-PA-10000345,Office Supplies,Paper,A4 Paper,2613.09,6,0.1,962.23,Online,David,Bank Transfer,1567.854,435.515
CA-2025-100304,2025-07-27,2025-07-29,SB-18120,Sophia Brown,Consumer,USA,Seattle,Washington,West,FUR-CH-10000111,Furniture,Chairs,Ergonomic Chair,1733.63,3,0.15,533.47,Retail,Eve,Bank Transfer,1040.178,577.8766666666667
CA-2025-100305,2026-01-02,2026-01-04,LM-15800,Linda Moore,Home Office,USA,Henderson,Kentucky,South,OFF-ST-10000760,Office Supplies,Storage,Storage Cart,260.51,2,0.1,41.88,Online,Charlie,Credit Card,156.30599999999998,130.255
CA-2025-100306,2025-02-11,2025-02-13,EH-13945,Emily Harper,Corporate,USA,Dallas,Texas,Central,OFF-LA-10000240,Office Supplies,Labels,Address Labels,3602.43,6,0.0,767.27,Online,Eve,PayPal,2161.458,600.405
CA-2025-100307,2025-09-24,2025-09-26,CG-12520,Claire Gute,Consumer,USA,Boston,Massachusetts,East,TEC-LA-10000221,Technology,Laptops,Laptop,604.56,4,0.0,101.95,Online,Eve,Credit Card,362.73599999999993,151.14
CA-2025-100308,2025-05-24,2025-05-25,CG-12520,Claire Gute,Consumer,USA,Seattle,Washington,West,FUR-DE-10004567,Furniture,Desks,Office Desk,4206.73,4,0.15,882.57,Online,Eve,Bank Transfer,2524.038,1051.6825
CA-2025-100309,2025-03-28,2025-04-02,SB-18120,Sophia Brown,Consumer,USA,Miami,Florida,South,FUR-BO-10001798,Furniture,Bookcases,Bookcase,426.51,2,0.3,39.16,Online,Eve,Credit Card,255.906,213.255
CA-2025-100310,2025-12-06,2025-12-07,CG-12520,Claire Gute,Consumer,USA,New York,New York,East,FUR-DE-10004567,Furniture,Desks,Office Desk,6912.14,7,0.2,1910.21,Retail,Charlie,Bank Transfer,4147.284,987.4485714285714
CA-2025-100311,2026-01-27,2026-01-31,SO-20335,Sean O'Donnell,Consumer,USA,Miami,Florida,South,FUR-DE-10004567,Furniture,Desks,Office Desk,2134.92,5,0.0,934.82,Retail,Alice,Credit Card,1280.952,426.984
CA-2025-100312,2025-09-09,2025-09-12,LM-15800,Linda Moore,Home Office,USA,Philadelphia,Pennsylvania,East,TEC-PH-10002275,Technology,Phones,IP Phone,112.56,1,0.2,45.25,Online,Eve,Bank Transfer,67.536,112.56
CA-2025-100313,2025-07-24,2025-07-29,BH-11710,Brosina Hoffman,Consumer,USA,Denver,Colorado,West,OFF-BI-10001524,Office Supplies,Binders,Premium Binder,4599.46,8,0.3,1422.39,Online,Alice,PayPal,2759.676,574.9325
CA-2025-100314,2025-11-26,2025-11-30,AA-10480,Andrew Allen,Home Office,USA,Dallas,Texas,Central,OFF-BI-10001524,Office Supplies,Binders,Premium Binder,193.18,4,0.1,82.97,Online,Charlie,Bank Transfer,115.908,48.295
CA-2025-100315,2026-04-29,2026-05-04,EH-13945,Emily Harper,Corporate,USA,Dallas,Texas,Central,FUR-CH-10000111,Furniture,Chairs,Ergonomic Chair,3559.42,4,0.1,936.87,Online,Charlie,Credit Card,2135.652,889.855
CA-2025-100316,2025-02-27,2025-03-01,SB-18120,Sophia Brown,Consumer,USA,Boston,Massachusetts,East,FUR-DE-10004567,Furniture,Desks,Office Desk,924.28,3,0.15,155.12,Online,David,Bank Transfer,554.568,308.0933333333333
CA-2025-100317,2026-01-03,2026-01-08,CG-12520,Claire Gute,Consumer,USA,Atlanta,Georgia,South,TEC-AC-10003033,Technology,Accessories,Wireless Mouse,2419.74,3,0.05,380.28,Online,David,Credit Card,1451.8439999999998,806.5799999999999
CA-2025-100318,2026-05-20,2026-05-25,AA-10480,Andrew Allen,Home Office,USA,Austin,Texas,Central,FUR-BO-10001798,Furniture,Bookcases,Bookcase,178.01,2,0.05,78.86,Retail,Charlie,Credit Card,106.806,89.005
CA-2025-100319,2026-05-05,2026-05-06,EH-13945,Emily Harper,Corporate,USA,Dallas,Texas,Central,OFF-BI-10001524,Office Supplies,Binders,Premium Binder,3516.41,3,0.15,1509.09,Online,David,Bank Transfer,2109.846,1172.1366666666663
CA-2025-100320,2025-06-01,2025-06-06,SO-20335,Sean O'Donnell,Consumer,USA,Phoenix,Arizona,West,FUR-CH-10000111,Furniture,Chairs,Ergonomic Chair,5086.86,6,0.2,1245.74,Retail,David,Bank Transfer,3052.1159999999995,847.81
CA-2025-100321,2025-12-11,2025-12-14,EH-13945,Emily Harper,Corporate,USA,Dallas,Texas,Central,OFF-PA-10000345,Office Supplies,Paper,A4 Paper,7818.23,8,0.0,1583.08,Retail,Charlie,PayPal,4690.937999999999,977.27875
CA-2025-100322,2026-01-01,2026-01-03,SB-18120,Sophia Brown,Consumer,USA,Austin,Texas,Central,OFF-ST-10000760,Office Supplies,Storage,Storage Cart,998.75,5,0.0,117.78,Online,Charlie,Credit Card,599.25,199.75
CA-2025-100323,2026-02-05,2026-02-10,CG-12520,Claire Gute,Consumer,USA,Chicago,Illinois,Central,OFF-BI-10001524,Office Supplies,Binders,Premium Binder,3852.29,4,0.0,470.59,Online,Alice,Bank Transfer,2311.374,963.0725
CA-2025-100324,2025-05-25,2025-05-28,DV-13045,Darrin Van Huff,Corporate,USA,Austin,Texas,Central,OFF-BI-10001524,Office Supplies,Binders,Premium Binder,2873.75,3,0.0,466.75,Retail,Bob,PayPal,1724.25,957.9166666666666
CA-2025-100325,2025-12-10,2025-12-14,CG-12520,Claire Gute,Consumer,USA,Miami,Florida,South,OFF-LA-10000240,Office Supplies,Labels,Address Labels,1064.43,2,0.0,210.6,Online,Bob,PayPal,638.658,532.215
CA-2025-100326,2025-02-19,2025-02-23,LM-15800,Linda Moore,Home Office,USA,New York,New York,East,OFF-PA-10000345,Office Supplies,Paper,A4 Paper,9002.1,8,0.15,2330.57,Online,David,Bank Transfer,5401.26,1125.2625
CA-2025-100327,2025-04-14,2025-04-18,SB-18120,Sophia Brown,Consumer,USA,Dallas,Texas,Central,TEC-PH-10002275,Technology,Phones,IP Phone,2401.6,2,0.0,832.83,Online,Alice,Credit Card,1440.9599999999998,1200.8
CA-2025-100328,2025-11-23,2025-11-26,DV-13045,Darrin Van Huff,Corporate,USA,Phoenix,Arizona,West,FUR-DE-10004567,Furniture,Desks,Office Desk,1748.23,7,0.0,451.98,Retail,Charlie,Bank Transfer,1048.938,249.74714285714285
CA-2025-100329,2025-04-06,2025-04-09,SB-18120,Sophia Brown,Consumer,USA,Philadelphia,Pennsylvania,East,FUR-BO-10001798,Furniture,Bookcases,Bookcase,9899.67,7,0.0,2350.57,Retail,Alice,PayPal,5939.802,1414.2385714285715
CA-2025-100330,2026-03-21,2026-03-23,CG-12520,Claire Gute,Consumer,USA,Phoenix,Arizona,West,OFF-LA-10000240,Office Supplies,Labels,Address Labels,2231.38,4,0.1,488.21,Retail,Eve,Credit Card,1338.828,557.845
CA-2025-100331,2025-11-01,2025-11-03,DV-13045,Darrin Van Huff,Corporate,USA,Denver,Colorado,West,TEC-AC-10003033,Technology,Accessories,Wireless Mouse,1624.17,8,0.15,728.71,Online,David,Credit Card,974.502,203.02125
CA-2025-100332,2025-03-31,2025-04-03,SB-18120,Sophia Brown,Consumer,USA,New York,New York,East,FUR-CH-10000111,Furniture,Chairs,Ergonomic Chair,286.52,1,0.1,30.95,Retail,Alice,Credit Card,171.91199999999998,286.52
CA-2025-100333,2026-04-30,2026-05-01,AA-10480,Andrew Allen,Home Office,USA,Boston,Massachusetts,East,TEC-PH-10002275,Technology,Phones,IP Phone,583.18,5,0.2,224.69,Online,David,Credit Card,349.908,116.636
CA-2025-100334,2026-01-26,2026-01-29,SO-20335,Sean O'Donnell,Consumer,USA,New York,New York,East,OFF-ST-10000760,Office Supplies,Storage,Storage Cart,5342.32,8,0.05,838.86,Online,Charlie,PayPal,3205.392,667.79
CA-2025-100335,2025-03-05,2025-03-07,DV-13045,Darrin Van Huff,Corporate,USA,Phoenix,Arizona,West,TEC-LA-10000221,Technology,Laptops,Laptop,9684.74,7,0.05,2481.61,Retail,Alice,PayPal,5810.844,1383.5342857142855
CA-2025-100336,2026-02-01,2026-02-06,JM-14520,James Miller,Consumer,USA,Philadelphia,Pennsylvania,East,OFF-LA-10000240,Office Supplies,Labels,Address Labels,2913.85,8,0.2,390.54,Retail,Eve,Credit Card,1748.31,364.23125
CA-2025-100337,2025-02-05,2025-02-10,SB-18120,Sophia Brown,Consumer,USA,Dallas,Texas,Central,TEC-PH-10002275,Technology,Phones,IP Phone,4272.3,3,0.0,468.85,Retail,Bob,Bank Transfer,2563.38,1424.1
CA-2025-100338,2025-07-17,2025-07-19,CG-12520,Claire Gute,Consumer,USA,New York,New York,East,TEC-PR-10002311,Technology,Printers,Laser Printer,2176.02,7,0.0,343.95,Retail,David,PayPal,1305.612,310.86
CA-2025-100339,2025-09-22,2025-09-25,DV-13045,Darrin Van Huff,Corporate,USA,Denver,Colorado,West,TEC-LA-10000221,Technology,Laptops,Laptop,5245.13,7,0.1,1406.27,Online,Charlie,PayPal,3147.078,749.3042857142857
CA-2025-100340,2025-01-13,2025-01-18,SB-18120,Sophia Brown,Consumer,USA,New York,New York,East,OFF-PA-10000345,Office Supplies,Paper,A4 Paper,692.45,3,0.0,87.44,Retail,Alice,PayPal,415.47,230.8166666666667
CA-2025-100341,2025-04-14,2025-04-17,RT-17090,Robert Taylor,Corporate,USA,Henderson,Kentucky,South,OFF-ST-10000760,Office Supplies,Storage,Storage Cart,4829.6,7,0.3,2054.19,Retail,Charlie,PayPal,2897.76,689.9428571428572
CA-2025-100342,2025-05-28,2025-06-02,SB-18120,Sophia Brown,Consumer,USA,New York,New York,East,OFF-PA-10000345,Office Supplies,Paper,A4 Paper,6233.19,6,0.0,1178.0,Online,Charlie,Credit Card,3739.914,1038.865
CA-2025-100343,2025-10-03,2025-10-06,CG-12520,Claire Gute,Consumer,USA,Henderson,Kentucky,South,OFF-ST-10000760,Office Supplies,Storage,Storage Cart,6329.21,5,0.0,693.85,Online,Eve,Bank Transfer,3797.526,1265.842
CA-2025-100344,2025-08-22,2025-08-24,AA-10480,Andrew Allen,Home Office,USA,Boston,Massachusetts,East,OFF-ST-10000760,Office Supplies,Storage,Storage Cart,6379.93,7,0.0,2451.31,Online,David,Bank Transfer,3827.958,911.4185714285716
CA-2025-100345,2025-08-05,2025-08-09,LM-15800,Linda Moore,Home Office,USA,Miami,Florida,South,TEC-LA-10000221,Technology,Laptops,Laptop,258.65,3,0.2,104.11,Online,David,Bank Transfer,155.18999999999997,86.21666666666665
CA-2025-100346,2026-06-21,2026-06-26,CG-12520,Claire Gute,Consumer,USA,Dallas,Texas,Central,OFF-LA-10000240,Office Supplies,Labels,Address Labels,267.22,1,0.3,48.67,Online,David,Bank Transfer,160.33200000000002,267.22
CA-2025-100347,2025-07-23,2025-07-26,EH-13945,Emily Harper,Corporate,USA,Philadelphia,Pennsylvania,East,OFF-PA-10000345,Office Supplies,Paper,A4 Paper,1947.4,2,0.05,622.46,Online,Eve,PayPal,1168.44,973.7
CA-2025-100348,2026-04-02,2026-04-04,LM-15800,Linda Moore,Home Office,USA,Henderson,Kentucky,South,FUR-DE-10004567,Furniture,Desks,Office Desk,5629.76,5,0.0,1971.69,Online,Alice,Credit Card,3377.856,1125.952
CA-2025-100349,2026-01-31,2026-02-01,SO-20335,Sean O'Donnell,Consumer,USA,Dallas,Texas,Central,TEC-PR-10002311,Technology,Printers,Laser Printer,3671.16,4,0.1,814.79,Retail,Charlie,PayPal,2202.696,917.79
CA-2025-100350,2026-06-10,2026-06-11,CG-12520,Claire Gute,Consumer,USA,New York,New York,East,TEC-PR-10002311,Technology,Printers,Laser Printer,2717.1,3,0.0,1009.89,Online,Bob,Bank Transfer,1630.26,905.7
CA-2025-100351,2025-11-09,2025-11-12,JM-14520,James Miller,Consumer,USA,Boston,Massachusetts,East,TEC-PH-10002275,Technology,Phones,IP Phone,1508.09,5,0.1,321.2,Retail,Bob,Credit Card,904.854,301.618
CA-2025-100352,2026-02-11,2026-02-16,DV-13045,Darrin Van Huff,Corporate,USA,Phoenix,Arizona,West,TEC-LA-10000221,Technology,Laptops,Laptop,2273.65,5,0.0,639.79,Online,Bob,PayPal,1364.19,454.73
CA-2025-100353,2025-12-11,2025-12-14,EH-13945,Emily Harper,Corporate,USA,Henderson,Kentucky,South,TEC-PR-10002311,Technology,Printers,Laser Printer,1380.62,5,0.05,186.53,Retail,Bob,Credit Card,828.372,276.124
CA-2025-100354,2026-02-18,2026-02-21,SO-20335,Sean O'Donnell,Consumer,USA,Denver,Colorado,West,OFF-ST-10000760,Office Supplies,Storage,Storage Cart,5445.19,5,0.2,1710.35,Online,Eve,Bank Transfer,3267.114,1089.038
CA-2025-100355,2025-02-06,2025-02-11,SB-18120,Sophia Brown,Consumer,USA,Austin,Texas,Central,OFF-LA-10000240,Office Supplies,Labels,Address Labels,9252.93,8,0.15,2520.87,Online,Bob,Bank Transfer,5551.758,1156.61625
CA-2025-100356,2025-06-24,2025-06-29,SO-20335,Sean O'Donnell,Consumer,USA,Miami,Florida,South,TEC-PH-10002275,Technology,Phones,IP Phone,3341.91,3,0.0,396.27,Retail,Bob,PayPal,2005.146,1113.97
CA-2025-100357,2025-12-10,2025-12-11,BH-11710,Brosina Hoffman,Consumer,USA,Miami,Florida,South,OFF-ST-10000760,Office Supplies,Storage,Storage Cart,7046.32,7,0.15,2254.2,Online,David,Bank Transfer,4227.792,1006.6171428571428
CA-2025-100358,2025-10-29,2025-11-02,DV-13045,Darrin Van Huff,Corporate,USA,New York,New York,East,TEC-PR-10002311,Technology,Printers,Laser Printer,1355.85,2,0.05,372.63,Online,Alice,PayPal,813.5099999999999,677.925
CA-2025-100359,2026-01-26,2026-01-31,AA-10480,Andrew Allen,Home Office,USA,New York,New York,East,FUR-DE-10004567,Furniture,Desks,Office Desk,3795.93,3,0.15,1164.53,Online,Alice,Credit Card,2277.558,1265.31
CA-2025-100360,2026-04-14,2026-04-16,EH-13945,Emily Harper,Corporate,USA,Dallas,Texas,Central,TEC-PH-10002275,Technology,Phones,IP Phone,5701.43,6,0.0,1940.23,Retail,Bob,Credit Card,3420.858,950.2383333333332
CA-2025-100361,2025-03-01,2025-03-02,LM-15800,Linda Moore,Home Office,USA,Miami,Florida,South,FUR-DE-10004567,Furniture,Desks,Office Desk,2218.41,3,0.0,897.81,Retail,David,PayPal,1331.0459999999998,739.4699999999999
CA-2025-100362,2026-03-21,2026-03-25,JM-14520,James Miller,Consumer,USA,Boston,Massachusetts,East,OFF-PA-10000345,Office Supplies,Paper,A4 Paper,62.9,1,0.05,12.22,Retail,Bob,Bank Transfer,37.74,62.9
CA-2025-100363,2025-01-15,2025-01-18,RT-17090,Robert Taylor,Corporate,USA,Dallas,Texas,Central,TEC-PR-10002311,Technology,Printers,Laser Printer,896.58,1,0.05,332.46,Retail,Bob,Credit Card,537.948,896.58
CA-2025-100364,2025-12-19,2025-12-22,SO-20335,Sean O'Donnell,Consumer,USA,Denver,Colorado,West,TEC-LA-10000221,Technology,Laptops,Laptop,1294.3,5,0.0,447.35,Online,Bob,PayPal,776.5799999999999,258.86
CA-2025-100365,2025-10-25,2025-10-29,RT-17090,Robert Taylor,Corporate,USA,Henderson,Kentucky,South,TEC-PR-10002311,Technology,Printers,Laser Printer,1093.41,3,0.3,310.06,Retail,Charlie,Credit Card,656.046,364.47
CA-2025-100366,2026-02-18,2026-02-19,BH-11710,Brosina Hoffman,Consumer,USA,Chicago,Illinois,Central,FUR-DE-10004567,Furniture,Desks,Office Desk,4415.1,4,0.0,1796.47,Online,Eve,Credit Card,2649.06,1103.775
